instance,added_at,updated_at,checked_at,uptime,up,dead,version,ipv6,https_score,https_rank,obs_score,obs_rank,users,statuses,connections,open_registrations,topic
pao.moe,2017-04-14T14:13:09.718Z,2024-10-30T12:36:27.935Z,2024-10-30T12:36:27.935Z,1,true,false,4.3.1,true,5,"F ",130,A+,103,32919,14069,true,pao.moe (cat|FOSS|*nix)
mstdn.taiha.net,2017-04-14T16:50:39.007Z,2024-10-30T12:31:16.637Z,2024-10-30T12:31:16.637Z,1,true,false,,false,5,"F ",80,B+,9,2232,4414,true,どんぶり大破
mastodon.motcha.tech,2017-04-14T17:20:12.171Z,2024-10-30T12:30:15.126Z,2024-10-30T12:30:15.126Z,1,true,false,4.3.1,true,10,E,125,A+,80,324383,16850,true,避暑地鯖
tenforward.social,2017-04-14T20:46:50.326Z,2024-10-30T12:35:53.898Z,2024-10-30T12:35:53.898Z,1,true,false,4.3.1,true,10,"E ",125,A+,687,550781,39396,true,Ten Forward
mastodon.art,2017-04-15T03:33:06.640Z,2024-10-30T12:31:29.940Z,2024-10-30T12:31:29.940Z,1,true,false,4.3.1,false,0,,80,B+,37820,3789595,51953,true,Mastodon.ART
imastodon.net,2017-04-15T15:41:15.021Z,2024-10-30T12:31:57.970Z,2024-10-30T12:31:57.970Z,1,true,false,,true,5,"F ",130,A+,5691,15991711,18216,true,im@stodon
ephemeral.glitch.social,2017-04-15T23:42:25.133Z,2024-10-30T12:35:57.207Z,2024-10-30T12:35:57.207Z,1,true,false,3.5.9,true,5,"F ",30,"D ",896,33,13815,true,ephemeral.glitch.social
mstdn.hokkaido.jp,2017-04-16T01:27:22.886Z,2024-10-30T12:30:04.414Z,2024-10-30T12:30:04.414Z,1,true,false,4.1.0,false,10,"E ",80,B+,108,83501,7507,true,北海丼
mstdn.uec.tokyo,2017-04-16T01:28:25.228Z,2024-10-30T12:31:10.936Z,2024-10-30T12:31:10.936Z,1,true,false,3.1.4,false,100,A+,115,A+,238,11698,3203,true,Mastodon
7144.party,2017-04-16T01:29:59.512Z,2024-10-30T13:05:02.475Z,2024-10-30T13:05:02.475Z,1,true,false,,true,10,"E ",80,B+,341,26689,5887,true,7144.party
mastodon.lithium03.info,2017-04-16T07:48:06.176Z,2024-10-30T12:30:29.837Z,2024-10-30T12:30:29.837Z,1,true,false,4.3.1,true,10,"E ",125,A+,3,29921,13285,true,lithium03@mastodon
ostatus.ikeji.ma,2017-04-16T08:35:25.499Z,2024-10-30T12:36:39.852Z,2024-10-30T12:36:39.852Z,1,true,false,,false,10,"E ",110,A+,15,1335,7717,true,ikeji pleroma
skj.ca,2017-04-16T15:36:44.779Z,2024-10-30T12:35:11.145Z,2024-10-30T12:35:11.145Z,1,true,false,,false,0,,80,B+,5,47,9307,true,ruxperienced
ika.queloud.net,2017-04-16T19:52:22.393Z,2024-10-30T12:31:01.402Z,2024-10-30T12:31:01.402Z,1,true,false,,false,5,"F ",60,C+,3112,1862941,13353,true,イカトドン
kinky.business,2017-04-17T05:14:52.810Z,2024-10-30T12:35:05.772Z,2024-10-30T12:35:05.772Z,1,true,false,,true,5,F,125,A+,13554,544020,32324,true,Kinky Business
mstdn-jp.site,2017-04-17T13:12:43.759Z,2024-10-30T12:30:49.911Z,2024-10-30T12:30:49.911Z,1,true,false,,true,5,"F ",80,B+,96,10842,17276,true,mstdn-jp
mstdn.osaka,2017-04-17T16:27:26.103Z,2024-10-30T12:30:37.071Z,2024-10-30T12:30:37.071Z,1,true,false,4.1.4,false,5,"F ",60,C+,1890,2010463,9168,true,大阪丼
kemonodon.club,2017-04-17T17:21:19.167Z,2024-10-30T12:45:13.883Z,2024-10-30T12:45:13.883Z,1,true,false,,false,5,"F ",80,B+,2942,839849,16835,true,Kemonodon
insoumis.social,2017-04-18T01:01:44.906Z,2024-10-30T12:31:11.678Z,2024-10-30T12:31:11.678Z,1,true,false,,false,5,"F ",80,B+,99,4791,12076,true,Instance Mastodon ouvertes aux insoumis et aux camarades.
ifrit.gaia.ff14-mstdn.xyz,2017-04-18T03:57:11.163Z,2024-10-30T12:30:10.587Z,2024-10-30T12:30:10.587Z,1,true,false,4.1.4,true,0,,130,A+,161,13574,6739,true,Mastodon for FFXIV Server
mstdn.plus,2017-04-18T09:49:00.045Z,2024-10-30T12:30:28.026Z,2024-10-30T12:30:28.026Z,1,true,false,4.3.0,true,5,"F ",125,A+,11963,171068,27503,true,MSTDN+
mastodont.cat,2017-04-18T12:33:03.816Z,2024-10-30T12:30:25.178Z,2024-10-30T12:30:25.178Z,1,true,false,4.3.1,true,5,"F ",125,A+,7900,1143931,27524,true,"mastodont.cat, cultura catalana."
otogamer.me,2017-04-18T12:35:19.030Z,2024-10-30T12:10:24.518Z,2024-10-30T12:10:24.518Z,1,true,false,4.3.0,true,100,A+,80,B+,1277,1052700,12592,true,音ゲーマー丼
eletusk.club,2017-04-19T06:37:24.545Z,2024-10-30T12:35:02.793Z,2024-10-30T12:35:02.793Z,1,true,false,4.3.0,false,5,"F ",80,B+,2310,2286471,9242,true,Eletusk（えれたすく） - PSO2・ファンタシースター ファン向けインスタンス
mstdn.nere9.help,2017-04-19T06:38:20.192Z,2024-10-30T12:30:09.905Z,2024-10-30T12:30:09.905Z,1,true,false,,true,5,"F ",75,"B ",479,1277000,21370,true,:realtek:
gadget.inpocket.net,2017-04-20T04:09:43.808Z,2024-10-30T12:35:21.075Z,2024-10-30T12:35:21.075Z,1,true,false,4.1.9,true,5,F,60,C+,1,1,44,true,ポッケの中のおもちゃ Gadget In Pocket
toot.works,2017-04-20T10:33:55.235Z,2024-10-30T12:36:53.011Z,2024-10-30T12:36:53.011Z,1,true,false,4.3.1,false,0,,80,B+,102,16766,23185,true,Toot Works
mastodon.mnetwork.co.kr,2017-04-20T12:53:19.312Z,2024-10-30T12:30:56.233Z,2024-10-30T12:30:56.233Z,1,true,false,,true,5,"F ",125,A+,1776,233561,7584,true,mNetwork Mastodon
mastodon.niu.ne.jp,2017-04-20T14:00:18.738Z,2024-10-30T12:30:43.585Z,2024-10-30T12:30:43.585Z,1,true,false,4.1.2,true,100,A+,130,A+,5,100,522,true,mastodon.niu.ne.jp
mastodol.jp,2017-04-20T20:21:57.704Z,2024-10-30T12:55:03.072Z,2024-10-30T12:55:03.072Z,1,true,false,4.1.1,false,5,"F ",80,B+,1025,197276,3454,true,Mastodol
photodn.net,2017-04-21T08:43:53.201Z,2024-10-30T12:35:39.087Z,2024-10-30T12:35:39.087Z,1,true,false,,false,5,"F ",125,A+,1955,145527,14566,true,"photodn.net カメラ, 写真"
dtp-mstdn.jp,2017-04-21T10:47:13.353Z,2024-10-30T12:32:06.257Z,2024-10-30T12:32:06.257Z,1,true,false,3.2.0,true,5,"F ",115,A+,668,35691,11297,true,DTP-Mstdn.jp
fanfare.horse,2017-04-21T21:22:55.367Z,2024-10-30T12:35:25.208Z,2024-10-30T12:35:25.208Z,1,true,false,,false,100,A+,125,A+,296,24012,5282,true,fanfare ファンファーレ（競馬丼）
taruntarun.net,2017-04-22T03:37:46.349Z,2024-10-30T12:31:48.582Z,2024-10-30T12:31:48.582Z,1,true,false,,false,100,A+,80,B+,66,254163,17138,true,taruntarun.net
mstdn.hyogo.jp,2017-04-22T06:38:32.519Z,2024-10-30T12:30:34.723Z,2024-10-30T12:30:34.723Z,1,true,false,,true,10,"E ",80,B+,346,48734,9664,true,兵庫丼
mstdn.mx,2017-04-22T08:57:43.410Z,2024-10-30T12:30:31.137Z,2024-10-30T12:30:31.137Z,1,true,false,,false,5,"F ",80,B+,1398,243977,36846,true,MaSToDoN.MX
linuxrocks.online,2017-04-22T15:42:46.711Z,2024-10-30T12:36:22.586Z,2024-10-30T12:36:22.586Z,1,true,false,,false,5,"F ",125,A+,4368,241506,42426,true,LinuxRocks.Online
august-don.site,2017-04-22T16:13:07.897Z,2024-10-30T12:31:50.044Z,2024-10-30T12:31:50.044Z,1,true,false,,true,100,A+,130,A+,113,1063,8464,true,八月鯖
mastodon.lavergne.online,2017-04-22T21:27:57.514Z,2024-10-30T12:10:16.206Z,2024-10-30T12:10:16.206Z,1,true,false,4.3.1,false,10,"E ",125,A+,2,173,7367,true,Mastodon
ffxiv-mastodon.com,2017-04-23T03:45:36.760Z,2024-10-30T12:32:04.139Z,2024-10-30T12:32:04.139Z,1,true,false,,true,5,"F ",125,A+,3202,775296,9358,true,FF14-Mastodon
mastodon.muage.org,2017-04-23T08:40:29.638Z,2024-10-30T12:30:42.638Z,2024-10-30T12:30:42.638Z,1,false,false,,true,10,"E ",80,B+,9,24778,14102,true,Mastodon@Muage
elict.net,2017-04-23T11:12:51.958Z,2024-10-30T12:30:20.038Z,2024-10-30T12:30:20.038Z,1,true,false,4.0.2,false,5,"F ",120,A+,29,1000,2186,true,教育学習ICTマストドン elict-mastodon
mastodon.sdf.org,2017-04-24T02:57:22.522Z,2024-10-30T12:30:36.872Z,2024-10-30T12:30:36.872Z,1,true,false,,false,5,"F ",80,B+,72999,2276835,25528,true,Mastodon @ SDF
summoners-riftodon.jp,2017-04-24T10:13:33.232Z,2024-10-30T12:31:57.603Z,2024-10-30T12:31:57.603Z,1,true,false,3.4.1,false,10,"E ",80,B+,814,63794,1606,true,LoL JP Mastodon
mental.social,2017-04-24T13:14:48.995Z,2024-10-30T12:30:04.863Z,2024-10-30T12:30:04.863Z,1,true,false,4.1.7,false,10,"E ",80,B+,1657,1376602,13628,true,mental.social
mofu.kemo.no,2017-04-25T21:29:58.255Z,2024-10-30T12:30:28.604Z,2024-10-30T12:30:28.604Z,1,true,false,4.3.1,true,0,,80,B+,210,34814,14652,true,もふけもの。
eigadon.net,2017-04-26T06:35:51.169Z,2024-10-30T12:10:14.186Z,2024-10-30T12:10:14.186Z,1,true,false,3.1.4,true,5,"F ",115,A+,1306,26837,10900,true,映画ドン－映画ファン、映画業界で働く方の為の日本初のマストドンです。
tekkadon.manimani.cc,2017-04-26T08:46:03.441Z,2024-10-30T12:31:37.252Z,2024-10-30T12:31:37.252Z,1,true,false,4.3.1,true,5,"F ",125,A+,29,41466,8355,true,Tekkadon
mastodon.uy,2017-04-26T08:56:35.669Z,2024-10-30T12:30:37.589Z,2024-10-30T12:30:37.589Z,1,true,false,4.3.1,false,0,,125,A+,1429,137802,22500,true,Mastodon Uruguay
precure.ml,2017-04-26T10:09:06.179Z,2024-10-30T12:30:43.801Z,2024-10-30T12:30:43.801Z,1,true,false,4.3.1,true,10,"E ",80,B+,360,334780,10384,true,キュアスタ！
yakyudon.net,2017-04-26T10:14:49.001Z,2024-10-30T12:36:28.084Z,2024-10-30T12:36:28.084Z,1,true,false,3.1.4,true,10,"E ",115,A+,611,134416,1788,true,野球ドンー野球が好きな人のためのマストドンです
mastodon.nl,2017-04-27T01:03:37.757Z,2024-10-30T12:30:06.453Z,2024-10-30T12:30:06.453Z,1,true,false,,true,10,"E ",125,A+,41703,2424113,41004,true,Mastodon.nl door Stichting Activityclub
flower.afn.social,2017-04-27T05:18:21.755Z,2024-10-30T12:30:43.185Z,2024-10-30T12:30:43.185Z,1,true,false,3.2.2,false,5,"F ",115,A+,783,10683975,9748,true,マストドン（あふん）
lgbt.io,2017-04-27T10:16:51.285Z,2024-10-30T12:30:32.511Z,2024-10-30T12:30:32.511Z,1,true,false,,false,5,"F ",130,A+,2316,365030,34405,true,LGBT.io
mastodon.pl,2017-04-27T14:04:40.041Z,2024-10-30T12:31:08.492Z,2024-10-30T12:31:08.492Z,1,true,false,,false,100,A+,130,A+,534,42490,10374,true,Mastodon Polska
mstdn-bike.net,2017-04-28T01:11:14.653Z,2024-10-30T12:35:39.916Z,2024-10-30T12:35:39.916Z,1,true,false,,true,5,"F ",80,B+,660,896290,12782,true,Mastodon Bike Sever
kurage.cc,2017-04-28T01:44:23.098Z,2024-10-30T12:30:13.000Z,2024-10-30T12:30:13.000Z,1,true,false,,false,10,"E ",125,A+,137,34108,12343,true,クラゲ丼 (kurage.cc)
mastodon.mit.edu,2017-04-28T06:15:19.105Z,2024-10-30T12:30:31.531Z,2024-10-30T12:30:31.531Z,1,true,false,4.3.1,false,5,"F ",125,A+,910,224321,31213,true,mastodon.mit.edu
mathstodon.xyz,2017-04-28T06:56:02.903Z,2024-10-30T12:36:45.770Z,2024-10-30T12:36:45.770Z,1,true,false,4.3.0,false,10,"E ",70,"B ",18779,1258111,42025,true,Mathstodon
fr.osm.social,2017-04-30T19:28:19.365Z,2024-10-30T12:30:55.596Z,2024-10-30T12:30:55.596Z,1,true,false,4.3.0,true,5,"F ",80,B+,137,2326,8426,true,Mastodon - fr.osm.social
mastodon.social,,2024-10-30T12:30:11.660Z,2024-10-30T12:30:11.660Z,1,true,false,4.3.1,true,100,A+,125,A+,2170990,108987839,76929,true,Mastodon
mastodos.com,2017-05-02T03:38:57.637Z,2024-10-30T12:30:24.276Z,2024-10-30T12:30:24.276Z,1,true,false,,false,100,A+,125,A+,260,198763,18811,true,マストどす
todon.nl,2017-05-02T15:02:54.299Z,2024-10-30T12:40:03.414Z,2024-10-30T12:40:03.414Z,1,true,false,4.3.1,true,100,A+,125,A+,3414,1512954,39471,true,Todon.nl
elekk.xyz,2017-05-02T15:51:45.778Z,2024-10-30T12:35:18.549Z,2024-10-30T12:35:18.549Z,1,true,false,,false,100,A+,125,A+,2347,1658201,34861,true,Elekk: Gameing and Other Delightful Pursuits
mstdn.b-shock.org,2017-05-05T06:16:28.664Z,2024-10-30T12:30:36.114Z,2024-10-30T12:30:36.114Z,1,true,false,4.3.1,true,10,"E ",80,B+,42,122752,10110,true,美食丼
toot.blue,2017-05-06T16:54:53.280Z,2024-10-30T12:32:02.576Z,2024-10-30T12:32:02.576Z,1,true,false,4.3.1,false,10,"E ",80,B+,753,703239,27496,true,Mastodon_toot.blue
equestria.social,2017-05-08T07:44:14.216Z,2024-10-30T12:40:04.214Z,2024-10-30T12:40:04.214Z,1,true,false,,true,100,A+,125,A+,3064,292513,37016,true,Equestria Social Network
mastodon.kebree.fr,2017-05-08T08:01:47.843Z,2024-10-30T12:10:14.188Z,2024-10-30T12:10:14.188Z,1,true,false,,true,10,"E ",80,B+,7,392,8842,true,Kebree's Mastodon
mstdn.wildtree.jp,2017-05-08T08:13:36.851Z,2024-10-30T12:30:17.554Z,2024-10-30T12:30:17.554Z,1,true,false,4.3.0,false,100,A+,125,A+,15,10019,5808,true,WildTree
ieji.de,2017-05-08T21:46:23.777Z,2024-10-30T12:36:53.738Z,2024-10-30T12:36:53.738Z,1,true,false,,true,100,A+,125,A+,14604,372023,44147,true,ieji.de
mstdn.tokyocameraclub.com,2017-05-09T14:35:39.445Z,2024-10-30T12:31:16.131Z,2024-10-30T12:31:16.131Z,1,true,false,,false,5,"F ",80,B+,10492,140828,14946,true,東京カメラ部
janogdon.net,2017-05-10T14:51:50.217Z,2024-10-30T12:35:37.043Z,2024-10-30T12:35:37.043Z,1,true,false,4.3.0,true,5,"F ",65,B-,352,5506,4123,true,Janogdon
musicdn.jp,2017-05-10T17:45:58.673Z,2024-10-30T12:31:44.030Z,2024-10-30T12:31:44.030Z,1,true,false,4.3.1,true,100,A+,80,B+,141,8535,5703,true,musicdn.jp
mastodon.potager.org,2017-05-12T16:23:38.670Z,2024-10-30T12:30:57.803Z,2024-10-30T12:30:57.803Z,1,true,false,,false,5,"F ",30,"D ",6,10054,15012,true,mastodon.potager.org
gingadon.com,2017-05-13T03:38:54.905Z,2024-10-30T12:36:02.072Z,2024-10-30T12:36:02.072Z,1,true,false,4.1.1,true,5,"F ",80,B+,463,457222,17688,true,銀河丼
mastodon.acc.sunet.se,2017-05-15T20:35:44.295Z,2024-10-30T12:35:14.974Z,2024-10-30T12:35:14.974Z,1,true,false,,true,100,A+,125,A+,467,86151,31081,true,Mastodon @ SUNET
mstdn.klamath.jp,2017-05-22T13:28:22.886Z,2024-10-30T12:31:29.771Z,2024-10-30T12:31:29.771Z,1,true,false,,true,100,A+,125,A+,13,43066,11018,true,Mastodon klaNath Server
coales.co,2017-05-25T08:55:13.347Z,2024-10-30T12:36:40.658Z,2024-10-30T12:36:40.658Z,1,true,false,,false,5,"F ",125,A+,36,20433,25240,true,COALES.CO - Come Together!
acg.mn,2017-05-27T02:35:53.439Z,2024-10-30T12:55:06.539Z,2024-10-30T12:55:06.539Z,1,true,false,4.3.1,true,5,"F ",130,A+,2613,216504,20596,true,ACG.MN
mastodon.cl,2017-05-30T19:44:09.512Z,2024-10-30T12:31:02.277Z,2024-10-30T12:31:02.277Z,1,true,false,4.3.1,true,5,"F ",125,A+,94,26442,13940,true,Mastodon - CL
mast.eu.org,2017-06-01T20:21:16.287Z,2024-10-30T13:10:03.882Z,2024-10-30T13:10:03.882Z,1,true,false,4.3.0,true,5,F,115,A+,154,132434,25439,true,Mastodon
nagoyadon.jp,2017-06-10T11:37:10.892Z,2024-10-30T12:31:58.595Z,2024-10-30T12:31:58.595Z,1,true,false,4.3.1,true,5,"F ",125,A+,137,198146,5599,true,Nagoyadon.jp
mstdn.mini4wd-engineer.com,2017-06-13T03:42:20.203Z,2024-10-30T12:31:05.554Z,2024-10-30T12:31:05.554Z,1,true,false,3.4.6,true,10,"E ",80,B+,130,140227,12281,true,ミニ四駆DON
w3c.social,2017-06-15T11:24:23.653Z,2024-10-30T12:31:46.793Z,2024-10-30T12:31:46.793Z,1,true,false,4.3.1,true,10,"E ",125,A+,193,10938,29444,true,w3c.social
mastodon.evolix.org,2017-06-15T11:53:26.892Z,2024-10-30T12:31:09.504Z,2024-10-30T12:31:09.504Z,1,true,false,,false,10,"E ",125,A+,12,3129,13633,true,Mastodon Evolix
rubber.social,2017-06-21T21:45:57.100Z,2024-10-30T13:05:02.426Z,2024-10-30T13:05:02.426Z,1,true,false,4.3.0,true,5,"F ",125,A+,4046,209370,26574,true,Shiny Mastodon
metalhead.club,2017-07-02T09:21:08.822Z,2024-10-30T12:30:04.654Z,2024-10-30T12:30:04.654Z,1,true,false,4.3.1,true,10,"E ",125,A+,5584,538879,41575,true,Metalhead.club
this.mouse.rocks,2017-07-02T17:44:01.454Z,2024-10-30T12:50:05.612Z,2024-10-30T12:50:05.612Z,1,true,false,4.3.1,true,0,,80,B+,55,373021,29808,true,Mouse Site
iwatedon.net,2017-07-19T02:25:12.060Z,2024-10-30T12:30:08.058Z,2024-10-30T12:30:08.058Z,1,true,false,4.3.1,true,100,A+,80,B+,273,348925,11112,true,イワテドン
mastodon.com.pl,2017-07-22T14:39:07.287Z,2024-10-30T12:32:05.960Z,2024-10-30T12:32:05.960Z,1,true,false,4.3.1,false,10,"E ",125,A+,1028,122161,20244,true,Mastodon Poland
wug.fun,2017-07-25T20:22:33.355Z,2024-10-30T12:35:29.422Z,2024-10-30T12:35:29.422Z,1,true,false,4.3.1,true,5,"F ",125,A+,285,120458,15043,true,Wugtodon
mstdn.lalafell.org.,2017-07-27T18:25:55.412Z,2024-10-30T12:30:32.524Z,2024-10-30T12:30:32.524Z,1,true,false,,false,10,"E ",125,A+,133,16049,6112,true,ララフェル丼
esperanto.masto.host,2017-08-06T19:48:31.417Z,2024-10-30T12:30:24.678Z,2024-10-30T12:30:24.678Z,1,true,false,4.3.1,true,0,,80,B+,1164,101384,30624,true,esperanto.masto.host
toot.si,2017-08-16T15:14:02.141Z,2024-10-30T12:35:02.778Z,2024-10-30T12:35:02.778Z,1,true,false,4.3.1,true,0,,80,B+,716,55423,31798,true,TOOTSI
chirpi.de,2017-09-13T20:26:06.138Z,2024-10-30T12:37:00.708Z,2024-10-30T12:37:00.708Z,1,true,false,,true,10,"E ",80,B+,5,3280,12632,true,Chirpi DE Netzwerk
handon.club,2017-09-18T02:42:34.996Z,2024-10-30T12:30:09.577Z,2024-10-30T12:30:09.577Z,1,true,false,,true,5,F,125,A+,341,4093142,15412,true,handon.club
pokemon.mastportal.info,2017-09-19T15:03:01.145Z,2024-10-30T12:30:26.059Z,2024-10-30T12:30:26.059Z,1,true,false,4.3.0,false,100,A+,125,A+,1476,3537273,18972,true,ポケモンマストドン
qdon.space,2017-10-06T20:10:46.103Z,2024-10-30T12:10:11.003Z,2024-10-30T12:10:11.003Z,1,true,false,,true,10,"E ",125,A+,3576,583008,17204,true,큐돈
assortedflotsam.com,2017-10-15T03:20:32.771Z,2024-10-30T12:35:26.726Z,2024-10-30T12:35:26.726Z,1,true,false,4.3.1,false,5,"F ",125,A+,64,309936,23513,true,Assortedflotsam.com
bangdream.space,2017-10-17T07:55:22.675Z,2024-10-30T12:36:28.723Z,2024-10-30T12:36:28.723Z,1,true,false,4.3.1,true,0,,80,B+,461,103880,145848,true,炸邦裂梦乐团
uri.life,2017-10-22T10:46:25.967Z,2024-10-30T12:31:55.462Z,2024-10-30T12:31:55.462Z,1,true,false,4.3.1+uri1.48,true,10,"E ",125,A+,3568,734594,14932,true,우리.인생
muenster.im,2017-10-27T23:26:13.409Z,2024-10-30T12:20:03.735Z,2024-10-30T12:20:03.735Z,1,true,false,4.3.0,false,100,A+,80,B+,4316,270647,28248,true,muenster.im
scicomm.xyz,2017-11-06T22:59:53.982Z,2024-10-30T12:36:56.575Z,2024-10-30T12:36:56.575Z,1,true,false,,true,0,,130,A+,1558,159528,38156,true,A community for scientists and science communicators.
md.xps2.net,2017-11-07T13:02:39.043Z,2024-10-30T12:30:56.742Z,2024-10-30T12:30:56.742Z,1,true,false,,true,10,"E ",125,A+,11,229669,8582,true,MBDon
mastodon.gamedev.place,2017-11-13T19:30:28.727Z,2024-10-30T12:30:14.579Z,2024-10-30T12:30:14.579Z,1,true,false,4.3.1,true,0,,80,B+,32616,1462319,46738,true,Gamedev Mastodon
tech.lgbt,2017-11-15T22:42:26.961Z,2024-10-30T12:45:07.262Z,2024-10-30T12:45:07.262Z,1,true,false,,true,5,"F ",125,A+,14444,3556409,44594,true,LGBTQIA+ and Tech
planet.moe,2017-11-16T09:45:52.636Z,2024-10-30T12:30:59.213Z,2024-10-30T12:30:59.213Z,1,true,false,4.3.1,false,10,"E ",125,A+,28588,11039069,24191,true,플래닛
hispagatos.space,2017-11-16T10:21:09.770Z,2024-10-30T13:10:04.286Z,2024-10-30T13:10:04.286Z,1,true,false,,false,5,"F ",80,B+,2817,94622,29941,true,Hispagatos Mastodon Server
wxw.moe,2017-11-19T04:47:44.896Z,2024-10-30T12:35:23.770Z,2024-10-30T12:35:23.770Z,1,true,false,,false,5,"F ",75,"B ",23150,10738703,30005,true,呜呜 w(> ʌ <)w
kirishima.cloud,2017-11-26T15:05:58.100Z,2024-10-30T12:31:37.550Z,2024-10-30T12:31:37.550Z,1,true,false,,false,5,"F ",80,B+,557,2542041,18287,true,アスタルテ
toot.kif.rocks,2017-12-07T18:19:33.303Z,2024-10-30T12:45:13.415Z,2024-10-30T12:45:13.415Z,1,true,false,4.3.1,true,100,A+,125,A+,751,140354,29847,true,MastoKIF
social.chinwag.org,2017-12-18T09:21:56.210Z,2024-10-30T12:31:48.404Z,2024-10-30T12:31:48.404Z,1,true,false,4.3.1+chinwag,true,5,"F ",130,A+,1358,130217,34408,true,Chinwag Social
ruhr.social,2017-12-21T16:47:33.156Z,2024-10-30T12:35:49.443Z,2024-10-30T12:35:49.443Z,1,true,false,4.3.1,true,100,A+,80,B+,10498,722564,41435,true,ruhr.social
gazette.live,2018-01-02T19:41:39.059Z,2024-10-30T12:35:42.557Z,2024-10-30T12:35:42.557Z,1,true,false,,false,10,"E ",80,B+,4,1108,9796,true,Mastodon
mamut.social,2018-01-03T19:36:39.610Z,2024-10-30T12:50:03.964Z,2024-10-30T12:50:03.964Z,1,true,false,4.1.1,false,5,"F ",130,A+,18,2601,8173,true,Mastodon
gamemaking.social,2018-01-05T10:38:07.996Z,2024-10-30T12:35:24.163Z,2024-10-30T12:35:24.163Z,1,true,false,4.3.1,true,0,,80,B+,112,29773,27076,true,gamemaking.social
mastodon.desord.re,2018-01-06T21:37:02.988Z,2024-10-30T12:30:42.751Z,2024-10-30T12:30:42.751Z,1,true,false,4.3.1,true,100,A+,80,B+,4,659,9920,true,Desord Republic Mastodon
innocent.yukimochi.io,2018-01-06T21:37:02.988Z,2024-10-30T12:35:27.053Z,2024-10-30T12:35:27.053Z,1,true,false,,true,100,A+,130,A+,12,569,1061,true,無垢鯖
retro.social,2018-01-06T21:37:02.988Z,2024-10-30T12:31:46.663Z,2024-10-30T12:31:46.663Z,1,true,false,,false,5,"F ",80,B+,90,275556,32550,true,"Retro Social "
poils.pachyderme.net,2018-01-06T21:37:02.988Z,2024-10-30T12:31:22.270Z,2024-10-30T12:31:22.270Z,1,true,false,4.3.0,true,10,"E ",80,B+,29,3073,12876,true,"Mastodon, un pachyderme poilu"
pouet.chapril.org,2018-01-06T21:37:02.988Z,2024-10-30T12:32:02.648Z,2024-10-30T12:32:02.648Z,1,true,false,4.3.1,true,0,,80,B+,1838,527453,34347,true,Mastodon Chapril
mastodon.atikoro.net,2018-01-06T22:16:19.611Z,2024-10-30T13:05:02.483Z,2024-10-30T13:05:02.483Z,1,true,false,,false,5,"F ",125,A+,321,1753,6373,true,Mastodon Atikoro
rettiwtkcuf.social,2018-01-06T22:16:19.611Z,2024-10-30T12:30:28.811Z,2024-10-30T12:30:28.811Z,1,true,false,4.3.1,true,100,A+,125,A+,307,11555,11117,true,Rettiwt Kcuf
route66.social,2018-01-06T22:16:19.611Z,2024-10-30T12:36:37.855Z,2024-10-30T12:36:37.855Z,1,true,false,,false,5,"F ",80,B+,13,560,7935,true,Route66.Social
yamagadon.com,2018-01-06T22:25:52.958Z,2024-10-30T12:30:53.122Z,2024-10-30T12:30:53.122Z,1,true,false,4.3.1,true,0,,80,B+,3,1036,7681,true,信州松本にあるプロフットボールクラブの話題なら雷鳥don
balkan.fedive.rs,2018-01-06T22:54:38.739Z,2024-10-30T13:10:08.290Z,2024-10-30T13:10:08.290Z,1,true,false,4.0.5,false,5,"F ",80,B+,156,4926,20602,true,Balkan Fedivers
kancolle.social,2018-01-06T22:54:38.739Z,2024-10-30T12:31:56.974Z,2024-10-30T12:31:56.974Z,1,true,false,4.3.0,false,0,,80,B+,351,538117,14746,true,艦これ マストドン泊地
layer8.space,2018-01-13T23:30:52.935Z,2024-10-30T12:10:21.464Z,2024-10-30T12:10:21.464Z,1,true,false,,true,100,A+,125,A+,2463,245217,57983,true,Layer8 in Space
donphan.social,2018-01-18T21:44:20.077Z,2024-10-30T12:35:11.616Z,2024-10-30T12:35:11.616Z,1,true,false,4.3.0+glitch.donphan.social,true,5,"F ",125,A+,3368,141696,31529,true,donphan.social
djs.social,2018-01-18T23:02:06.398Z,2024-10-30T12:55:03.828Z,2024-10-30T12:55:03.828Z,1,true,false,4.3.1,false,0,,80,B+,41,3499,17442,true,DJs.social
glaceon.social,2018-01-22T12:25:04.308Z,2024-10-30T12:35:25.817Z,2024-10-30T12:35:25.817Z,1,true,false,,true,100,A+,80,B+,515,656554,31527,true,glaceon.social
vis.social,2018-01-24T04:55:04.984Z,2024-10-30T12:30:30.789Z,2024-10-30T12:30:30.789Z,1,true,false,4.3.1,true,0,,80,B+,6255,211568,41043,true,vis.social
chocot.art,2018-01-25T07:54:40.984Z,2024-10-30T13:10:08.907Z,2024-10-30T13:10:08.907Z,1,true,false,4.1.9,false,5,"F ",130,A+,4,8575,7,true,ちょこたると
digipres.club,2018-01-27T14:27:55.000Z,2024-10-30T12:36:43.690Z,2024-10-30T12:36:43.690Z,1,true,false,,false,0,,80,B+,827,175066,32948,true,digipres.club
welldn.net,2018-01-29T01:43:02.257Z,2024-10-30T13:05:02.170Z,2024-10-30T13:05:02.170Z,1,true,false,4.3.1,true,0,,80,B+,18,77241,3362,true,welldn
